,id,retweet_count,favorite_count
169,857989990357356544,2663,16382
170,857746408056729600,10979,34862
171,857393404942143489,1695,6014
172,857263160327368704,4672,20366
173,857214891891077121,18,233
174,857062103051644929,177,0
175,857029823797047296,4141,19286
176,856602993587888130,11075,0
177,856543823941562368,2983,16583
178,856526610513747968,1944,12072
179,856330835276025856,702,0
180,856288084350160898,17,525
181,856282028240666624,6553,28290
182,855862651834028034,28,354
183,855860136149123072,1073,5156
184,855857698524602368,2196,12101
185,855851453814013952,18389,46384
186,855818117272018944,5644,27176
187,855459453768019968,8550,30611
188,855245323840757760,6228,0
189,855138241867124737,48,0
190,854732716440526848,6375,23413
191,854482394044301312,7180,30079
192,854365224396361728,4896,19382
193,854120357044912130,7826,32812
194,854010172552949760,3303,16636
195,853760880890318849,6075,29387
196,853639147608842240,10625,35879
197,853299958564483072,3744,15977
198,852936405516943360,2113,0
199,852912242202992640,1933,9338
200,852672615818899456,2268,15380
201,852553447878664193,3702,16894
202,852311364735569921,10413,34192
203,852226086759018497,7163,20658
204,852189679701164033,1668,11838
205,851953902622658560,10167,0
206,851861385021730816,23,0
207,851591660324737024,3659,16744
208,851464819735769094,7471,25125
209,851224888060895234,6044,21404
210,850753642995093505,9818,32127
211,850380195714523136,2769,13528
212,850333567704068097,354,3554
213,850145622816686080,4051,16931
214,850019790995546112,5187,21219
215,849776966551130114,8048,31619
216,849668094696017920,5255,0
217,849412302885593088,3331,16484
218,849336543269576704,1999,11864
219,849051919805034497,9051,44145
220,848690551926992896,4583,26203
221,848324959059550208,4890,25744
222,848213670039564288,793,8498
223,848212111729840128,3269,16986
224,847978865427394560,3461,0
225,847971574464610304,458,0
226,847962785489326080,5427,24470
227,847842811428974592,1429,5708
228,847617282490613760,451,7295
229,847606175596138505,3612,19560
230,847251039262605312,4570,21312
231,847157206088847362,6237,20826
232,847116187444137987,3400,22338
233,846874817362120707,4184,20965
234,846514051647705089,12393,46624
235,846505985330044928,3298,14754
236,846153765933735936,9675,33123
237,846139713627017216,10526,32241
238,846042936437604353,3089,16703
239,845812042753855489,9342,30647
240,845677943972139009,5109,26245
241,845397057150107648,1938,7979
242,845306882940190720,5765,24394
243,845098359547420673,8199,0
244,844979544864018432,2763,14257
245,844973813909606400,3439,15818
246,844704788403113984,11075,40529
247,844580511645339650,3370,17249
248,844223788422217728,2350,14278
249,843981021012017153,3129,15835
250,843856843873095681,4957,22428
251,843604394117681152,2949,17701
252,843235543001513987,6490,22512
253,842846295480000512,3854,15950
254,842765311967449089,1365,7079
255,842535590457499648,3759,18982
256,842163532590374912,6228,25697
257,842115215311396866,3252,14704
258,841833993020538882,16492,0
259,841680585030541313,8320,26907
260,841439858740625411,3941,13267
261,841320156043304961,5833,20741
262,841314665196081154,5042,16632
263,841077006473256960,5707,24052
264,840761248237133825,1889,0
265,840728873075638272,17434,0
266,840698636975636481,2,190
267,840696689258311684,1056,12926
268,840632337062862849,1889,9426
269,840370681858686976,4898,17305
270,840268004936019968,6173,20281
271,839990271299457024,2472,14134
272,839549326359670784,8382,28967
273,839290600511926273,154,0
274,839239871831150596,7048,28628
275,838952994649550848,4282,20662
276,838921590096166913,2235,11768
277,838916489579200512,36,0
278,838831947270979586,11943,0
279,838561493054533637,1429,11499
280,838476387338051585,5198,23825
281,838201503651401729,10908,0
282,838150277551247360,354,1770
283,838085839343206401,0,149
284,838083903487373313,3402,18585
285,837820167694528512,8493,36050
286,837482249356513284,479,4044
287,837471256429613056,2479,13498
288,837366284874571778,5727,22298
289,837110210464448512,2593,16907
290,836989968035819520,2480,13435
291,836753516572119041,4993,20292
292,836677758902222849,2402,13302
293,836648853927522308,593,0
294,836397794269200385,29886,0
295,836380477523124226,3200,15546
296,836260088725786625,4640,22446
297,836001077879255040,4645,20182
298,835685285446955009,8848,0
299,835574547218894849,3923,18802
300,835536468978302976,1845,0
301,835309094223372289,22769,0
302,835297930240217089,3236,17342
303,835264098648616962,1845,8198
304,835246439529840640,78,2204
305,835172783151792128,6226,27624
306,835152434251116546,3272,23736
307,834931633769889797,1790,11458
308,834786237630337024,5928,22347
309,834574053763584002,2748,14491
310,834477809192075265,11579,0
311,834458053273591808,1817,10161
312,834209720923721728,5194,21804
313,834167344700198914,3940,16669
314,834089966724603904,2305,10626
315,834086379323871233,2407,13826
316,833863086058651648,2609,14191
317,833826103416520705,3733,16236
318,833732339549220864,235,0
319,833722901757046785,3486,21888
320,833479644947025920,2245,15720
321,833124694597443584,5255,21375
322,832998151111966721,2408,14078
323,832769181346996225,40,0
324,832757312314028032,3941,17811
325,832682457690300417,3189,12581
326,832645525019123713,564,3092
327,832636094638288896,3040,16792
328,832397543355072512,2417,12661
329,832369877331693569,3461,18161
330,832273440279240704,2534,11980
331,832215909146226688,6733,0
332,832215726631055365,10201,0
333,832088576586297345,2,70
334,832040443403784192,10579,0
335,832032802820481025,5062,18894
336,831939777352105988,6674,25434
337,831926988323639298,35,362
338,831911600680497154,7101,29330
339,831670449226514432,1974,11068
340,831650051525054464,2113,7611
341,831552930092285952,2497,9545
342,831322785565769729,1663,9735
343,831315979191906304,1214,6912
344,831309418084069378,2658,12431
345,831262627380748289,2233,12627
346,830956169170665475,1629,8457
347,830583320585068544,18368,71015
348,830173239259324417,6222,0
349,830097400375152640,3281,10429
350,829878982036299777,5475,0
351,829861396166877184,2135,12977
352,829501995190984704,11579,33707
353,829449946868879360,2209,11109
354,829374341691346946,10167,36766
355,829141528400556032,8087,26033
356,829011960981237760,17678,56300
357,828801551087042563,3713,0
358,828770345708580865,6421,27153
359,828708714936930305,12262,38906
360,828650029636317184,1471,10094
361,828409743546925057,1255,6683
362,828408677031882754,1403,8123
363,828381636999917570,2425,13422
364,828376505180889089,1161,7852
365,828372645993398273,3205,13320
366,828361771580813312,184,2335
367,828046555563323392,3126,12515
368,828011680017821696,2343,11023
369,827933404142436356,5706,21428
370,827653905312006145,3285,16411
371,827600520311402496,1035,7875
372,827324948884643840,3347,16903
373,827199976799354881,2454,11256
374,826958653328592898,5475,22965
375,826848821049180160,11185,38831
376,826615380357632002,4315,0
377,826598799820865537,279,5444
378,826598365270007810,2566,10727
379,826476773533745153,4582,19604
380,826240494070030336,2828,14128
381,826204788643753985,1018,5197
382,826115272272650244,3428,16702
383,825876512159186944,2043,11145
384,825829644528148480,2724,13573
385,825535076884762624,18825,55468
386,825147591692263424,5007,19510
387,825120256414846976,1408,0
388,825026590719483904,1408,6767
389,824796380199809024,6014,0
390,824775126675836928,3859,15946
391,824663926340194305,1900,10737
392,824325613288833024,11373,12556
393,824297048279236611,4234,16051
394,824025158776213504,646,5092
395,823939628516474880,2971,11366
396,823719002937630720,12310,0
397,823699002998870016,2653,13419
398,823581115634085888,2897,13902
399,823333489516937216,29,747
400,823322678127919110,4402,16799
401,823269594223824897,10817,0
402,822975315408461824,3771,18461
403,822872901745569793,48127,141354
404,822859134160621569,2499,14106
405,822647212903690241,7048,0
406,822610361945911296,3248,15770
407,822489057087389700,7048,19377
408,822462944365645825,16109,30449
409,822244816520155136,10817,37430
410,822163064745328640,5278,0
411,821886076407029760,2570,12141
412,821813639212650496,3665,0
413,821765923262631936,1826,9009
414,821522889702862852,1940,8580
415,821421320206483457,6151,0
416,821407182352777218,4783,12597
417,821153421864615936,10,273
418,821149554670182400,2210,9334
419,821107785811234820,2338,10260
420,821044531881721856,2515,13543
421,820837357901512704,7355,0
422,820749716845686786,10908,33748
423,820690176645140481,3547,13049
424,820494788566847489,624,0
425,820446719150292993,2840,0
426,820314633777061888,624,3570
427,820078625395449857,6904,21202
428,820013781606658049,1304,0
429,819952236453363712,1304,5696
430,819924195358416896,5323,13764
431,819711362133872643,3451,14418
432,819588359383371776,2162,10228
433,819347104292290561,1327,7733
434,819238181065359361,446,2444
435,819227688460238848,7355,24725
436,819015337530290176,40325,0
437,819015331746349057,20789,0
438,819006400881917954,20789,48336
439,819004803107983360,40325,92481
440,818646164899774465,22973,0
441,818627210458333184,8198,23773
442,818614493328580609,2840,10568
443,818588835076603904,6762,0
444,818536468981415936,2730,11688
445,818307523543449600,8953,0
446,818259473185828864,2520,11820
447,818145370475810820,2864,13163
448,817908911860748288,866,5187
449,817827839487737858,29886,55600
450,817777686764523521,2942,11465
451,817536400337801217,3343,12644
452,817502432452313088,3734,0
453,817423860136083457,16492,36699
454,817415592588222464,1061,6021
455,817181837579653120,9377,0
456,817171292965273600,2213,9357
457,817120970343411712,2889,13055
458,817056546584727552,1820,9196
459,816829038950027264,5199,0
460,816816676327063552,2242,10719
461,816697700272001025,2435,10515
462,816450570814898180,8953,32807
463,816336735214911488,2154,9229
464,816091915477250048,2375,9582
465,816062466425819140,1148,0
466,816014286006976512,5864,0
467,815990720817401858,1148,5361
468,815966073409433600,9377,24091
469,815745968457060357,4562,0
470,815736392542261248,2505,10559
471,815639385530101762,1814,8820
472,815390420867969024,4199,11104
473,814986499976527872,1426,8202
474,814638523311648768,2991,12109
475,814578408554463233,6406,0
476,814530161257443328,2046,9300
477,814153002265309185,9592,30886
478,813944609378369540,3533,0
479,813910438903693312,2080,9978
480,813812741911748608,15462,39030
481,813800681631023104,1945,8970
482,813217897535406080,8052,20077
483,813202720496779264,1982,9860
484,813187593374461952,4818,21310
485,813172488309972993,2112,10029
486,813157409116065792,2451,8330
487,813142292504645637,2604,9045
488,813130366689148928,488,4800
489,813127251579564032,3452,12747
490,813112105746448384,3043,11114
491,813096984823349248,3983,11307
492,813081950185472002,3055,10612
493,813066809284972545,2147,8554
494,813051746834595840,8098,22518
495,812781120811126785,2111,8150
496,812747805718642688,7665,0
497,812709060537683968,1576,7123
498,812503143955202048,1352,6537
499,812466873996607488,2122,8589
500,812372279581671427,4045,14735
501,811985624773361665,1548,7803
502,811744202451197953,1781,8122
503,811647686436880384,823,6007
504,811627233043480576,3465,13777
505,811386762094317568,7066,22479
506,810984652412424192,1583,5734
507,810896069567610880,1978,9737
508,810657578271330305,2920,11790
509,810284430598270976,12620,38167
510,810254108431155201,3713,15801
511,809920764300447744,4315,16662
512,809808892968534016,5421,0
513,809448704142938112,1622,7452
514,809220051211603969,6222,21461
515,809084759137812480,3874,14224
516,808838249661788160,3362,10868
517,808733504066486276,2399,8509
518,808501579447930884,2880,12148
519,808344865868283904,22973,45762
520,808134635716833280,6583,0
521,808106460588765185,2427,9382
522,808001312164028416,3909,13535
523,807621403335917568,4075,15694
524,807106840509214720,59967,121312
525,807059379405148160,8118,0
526,807010152071229440,4229,14030
527,806629075125202948,38597,80936
528,806620845233815552,6108,0
529,806576416489959424,2124,5215
530,806542213899489280,2619,11002
531,806242860592926720,12952,0
532,806219024703037440,1324,6914
533,805958939288408065,5961,0
534,805932879469572096,2114,8907
535,805826884734976000,2025,7097
536,805823200554876929,8914,0
537,805520635690676224,1823,6175
538,805487436403003392,2803,9446
539,805207613751304193,1889,8405
540,804738756058218496,4268,14804
541,804475857670639616,2220,6627
542,804413760345620481,3563,0
543,804026241225523202,17962,48101
544,803773340896923648,3066,10822
545,803692223237865472,8222,0
546,803638050916102144,4584,11849
547,803380650405482500,2056,8350
548,803321560782307329,5890,0
549,803276597545603072,2737,10802
550,802952499103731712,2224,9734
551,802624713319034886,3245,0
552,802600418706604034,1629,7674
553,802572683846291456,2773,9630
554,802323869084381190,6475,17515
555,802265048156610565,1512,7116
556,802239329049477120,2883,9792
557,802185808107208704,295,0
558,801958328846974976,1890,8324
559,801854953262350336,260,1895
560,801538201127157760,2280,8831
561,801285448605831168,921,6536
562,801167903437357056,6583,26423
563,801127390143516673,4403,0
564,801115127852503040,2317,8720
565,800859414831898624,107,745
566,800855607700029440,1807,0
567,800751577355128832,3076,11316
568,800513324630806528,3333,14164
569,800459316964663297,2395,10196
570,800443802682937345,4782,0
571,800388270626521089,3106,12023
572,800188575492947969,4369,0
573,800141422401830912,2840,16509
574,800018252395122689,14607,30616
575,799774291445383169,5195,0
576,799757965289017345,2399,9065
577,799422933579902976,2119,8674
578,799308762079035393,6140,0
579,799297110730567681,3073,10696
580,799063482566066176,2729,8740
581,798933969379225600,4965,14204
582,798925684722855936,1593,8021
583,798705661114773508,7327,0
584,798701998996647937,8654,0
585,798697898615730177,7213,0
586,798694562394996736,5497,0
587,798686750113755136,2577,0
588,798682547630837760,5237,0
589,798673117451325440,6150,0
590,798665375516884993,4311,0
591,798644042770751489,2050,0
592,798628517273620480,2176,0
593,798585098161549313,6331,0
594,798576900688019456,6507,0
595,798340744599797760,3729,0
596,798209839306514432,2835,11206
597,797971864723324932,3480,12571
598,797545162159308800,5382,15647
599,797236660651966464,7355,21587
600,797165961484890113,29,248
601,796904159865868288,9863,0
602,796865951799083009,2110,8284
603,796759840936919040,3390,12812
604,796563435802726400,8099,0
605,796484825502875648,1950,8177
606,796387464403357696,4614,11884
607,796177847564038144,15867,0
608,796149749086875649,15867,34935
609,796125600683540480,1977,5326
610,796116448414461957,2686,9798
611,796080075804475393,2571,9120
612,796031486298386433,4088,11658
613,795464331001561088,26410,53789
614,795400264262053889,3175,10908
615,795076730285391872,6014,17523
616,794983741416415232,3737,0
617,794926597468000259,2559,11101
618,794355576146903043,11408,0
619,794332329137291264,2929,10322
620,794205286408003585,3667,9917
621,793962221541933056,5421,18160
622,793845145112371200,2084,9926
623,793614319594401792,3456,0
624,793601777308463104,1816,8603
625,793500921481273345,2643,11543
626,793286476301799424,10201,26569
627,793271401113350145,2624,9326
628,793256262322548741,9242,21562
629,793241302385262592,3634,11351
630,793226087023144960,3174,10622
631,793210959003287553,3120,9640
632,793195938047070209,6230,16479
633,793180763617361921,2205,7464
634,793165685325201412,3085,10144
635,793150605191548928,1890,6651
636,793135492858580992,2770,6978
637,793120401413079041,4333,13696
638,792913359805018113,4454,15477
639,792883833364439040,4733,12213
640,792773781206999040,1862,7928
641,792394556390137856,4750,14535
642,792050063153438720,1989,7747
643,791821351946420224,23286,0
644,791784077045166082,10682,0
645,791780927877898241,4208,0
646,791774931465953280,24594,48716
647,791672322847637504,3456,12689
648,791406955684368384,4562,14166
649,791312159183634433,2818,9478
650,791026214425268224,4561,0
651,790987426131050500,2368,10675
652,790946055508652032,5199,17921
653,790723298204217344,2570,0
654,790698755171364864,2111,8840
655,790581949425475584,7954,22302
656,790337589677002753,2066,8442
657,790277117346975746,3533,13521
658,790227638568808452,3954,0
659,789986466051088384,2570,9977
660,789960241177853952,4597,0
661,789903600034189313,4576,11214
662,789628658055020548,1971,8113
663,789599242079838210,2146,7297
664,789530877013393408,3737,12693
665,789314372632018944,2550,9275
666,789280767834746880,5477,0
667,789268448748703744,2855,9827
668,789137962068021249,3094,10459
669,788908386943430656,13714,29541
670,788765914992902144,11408,29580
671,788552643979468800,7970,0
672,788412144018661376,5864,16823
673,788178268662984705,2343,7805
674,788150585577050112,1440,6638
675,788070120937619456,3782,0
676,788039637453406209,1469,6630
677,787810552592695296,3374,9360
678,787717603741622272,3079,11008
679,787397959788929025,3136,11689
680,787322443945877504,1928,8399
681,787111942498508800,7415,0
682,786963064373534720,8848,28637
683,786729988674449408,2676,0
684,786709082849828864,6733,19578
685,786664955043049472,2839,11492
686,786595970293370880,3424,10127
687,786363235746385920,3879,11751
688,786286427768250368,3163,8595
689,786233965241827333,5278,16496
690,786051337297522688,169,1551
691,786036967502913536,7808,0
692,785927819176054784,3496,12235
693,785872687017132033,2020,7195
694,785639753186217984,2454,8411
695,785533386513321988,2219,9810
696,785515384317313025,1389,6560
697,785264754247995392,1813,7811
698,785170936622350336,5372,13022
699,784826020293709826,3563,10909
700,784517518371221505,2802,9663
701,784431430411685888,1414,6127
702,784183165795655680,8914,21651
703,784057939640352768,12310,32191
704,783839966405230592,11943,32343
705,783821107061198850,2171,7928
706,783695101801398276,3560,11243
707,783466772167098368,2488,9083
708,783391753726550016,6086,18154
709,783347506784731136,6183,0
710,783334639985389568,12952,31455
711,783085703974514689,2453,8752
712,782969140009107456,8118,25936
713,782747134529531904,1541,8031
714,782722598790725632,5961,18560
715,782598640137187329,2067,8366
716,782305867769217024,6151,17932
717,782021823840026624,6887,0
718,781955203444699136,3709,11935
719,781661882474196992,2986,11239
720,781655249211752448,1237,4303
721,781524693396357120,6108,22307
722,781308096455073793,2807,7661
723,781251288990355457,2317,9066
724,781163403222056960,3006,10493
725,780931614150983680,8099,23254
726,780858289093574656,2197,7727
727,780800785462489090,1431,5928
728,780601303617732608,3665,12987
729,780543529827336192,1909,6769
730,780496263422808064,4093,0
731,780476555013349377,128,0
732,780459368902959104,1174,5679
733,780192070812196864,2463,9362
734,780092040432480260,2532,0
735,780074436359819264,5504,13156
736,779834332596887552,7808,20411
737,779377524342161408,3426,9474
738,779124354206535695,20278,0
739,779123168116150273,4010,12684
740,779056095788752897,4978,15896
741,778990705243029504,8017,21531
742,778774459159379968,10972,0
743,778764940568104960,403,920
744,778748913645780993,1468,7405
745,778650543019483137,1643,6196
746,778624900596654080,1118,4999
747,778408200802557953,4788,14648
748,778396591732486144,13479,0
749,778383385161035776,1212,6266
750,778286810187399168,3644,11166
751,778039087836069888,2892,9101
752,778027034220126208,1784,7039
753,777953400541634568,3873,0
754,777885040357281792,1812,6825
755,777684233540206592,3245,12046
756,777641927919427584,4675,0
757,777621514455814149,2741,9416
758,777189768882946048,4766,15370
759,776819012571455488,15120,0
760,776813020089548800,1328,5232
761,776477788987613185,3085,9496
762,776249906839351296,10071,0
763,776218204058357768,17562,32201
764,776201521193218049,2775,10284
765,776113305656188928,4782,12599
766,776088319444877312,167,1970
767,775898661951791106,18036,0
768,775842724423557120,2947,12563
769,775733305207554048,4403,14830
770,775729183532220416,5021,13841
771,775364825476165632,3270,7962
772,775350846108426240,4298,10875
773,775085132600442880,5195,16657
774,774757898236878852,1945,9144
775,774639387460112384,1911,7196
776,774314403806253056,6140,23328
777,773985732834758656,4263,11511
778,773922284943896577,1902,6850
779,773704687002451968,1801,7071
780,773670353721753600,1422,5696
781,773547596996571136,6762,23645
782,773336787167145985,5593,0
783,773308824254029826,8199,24883
784,773247561583001600,3525,10085
785,773191612633579521,4507,10693
786,772877495989305348,4250,9183
787,772826264096874500,2550,8538
788,772615324260794368,3695,0
789,772581559778025472,1848,6934
790,772193107915964416,1516,6423
791,772152991789019136,1228,4048
792,772117678702071809,803,4011
793,772114945936949249,517,2900
794,772102971039580160,1014,4294
795,771908950375665664,2085,7042
796,771770456517009408,3729,12848
797,771500966810099713,2875,8857
798,771380798096281600,5593,11263
799,771171053431250945,8289,0
800,771136648247640064,3211,9838
801,771102124360998913,1571,6668
802,771014301343748096,1812,7353
803,770787852854652928,1340,5311
804,770772759874076672,1551,5559
805,770655142660169732,1905,7832
806,770414278348247044,2259,6730
807,770293558247038976,1631,6674
808,770093767776997377,3326,0
809,770069151037685760,2525,8109
810,769940425801170949,10579,33671
811,769695466921623552,1822,6838
812,769335591808995329,8415,0
813,769212283578875904,1873,5768
814,768970937022709760,7157,15404
815,768909767477751808,2956,0
816,768855141948723200,971,4481
817,768609597686943744,1328,4402
818,768596291618299904,1398,5370
819,768554158521745409,6369,0
820,768473857036525572,3746,14568
821,768193404517830656,3873,11658
822,767884188863397888,1534,5073
823,767754930266464257,5890,17149
824,767500508068192258,2549,8009
825,767191397493538821,4168,13121
826,767122157629476866,3124,10824
827,766864461642756096,6195,0
828,766793450729734144,1486,5432
829,766714921925144576,423,2784
830,766693177336135680,863,4316
831,766423258543644672,1744,6431
832,766313316352462849,2060,7252
833,766078092750233600,2838,0
834,766069199026450432,947,4578
835,766008592277377025,538,3994
836,765719909049503744,2353,7738
837,765669560888528897,1329,5550
838,765395769549590528,3705,28182
839,765371061932261376,2355,7579
840,765222098633691136,3695,12412
841,764857477905154048,1934,6861
842,764259802650378240,1659,6459
843,763956972077010945,59,790
844,763837565564780549,4561,13486
845,763183847194451968,1611,5769
846,763167063695355904,3294,0
847,763103485927849985,2489,7861
848,762699858130116608,3954,12997
849,762471784394268675,7085,12060
850,762464539388485633,4597,11037
851,762316489655476224,1232,5144
852,762035686371364864,17024,34174
853,761976711479193600,2208,5765
854,761750502866649088,4308,0
855,761745352076779520,938,4537
856,761672994376806400,31663,52871
857,761599872357261312,1282,4403
858,761371037149827077,19579,0
859,761334018830917632,1586,5557
860,761292947749015552,1201,4765
861,761227390836215808,1698,5675
862,761004547850530816,3782,12057
863,760893934457552897,1059,4076
864,760656994973933572,2101,7052
865,760641137271070720,1410,5281
866,760539183865880579,3953,8077
867,760521673607086080,1521,4506
868,760290219849637889,12523,28581
869,760252756032651264,943,4197
870,760190180481531904,1975,6082
871,760153949710192640,34,0
872,759943073749200896,2282,6328
873,759923798737051648,6195,15658
874,759846353224826880,2165,7167
875,759793422261743616,2074,6353
876,759566828574212096,23049,0
877,759557299618865152,1281,5017
878,759447681597108224,2676,9045
879,759446261539934208,531,1780
880,759197388317847553,2116,6464
881,759159934323924993,1275,0
882,759099523532779520,4558,15493
883,759047813560868866,2197,6946
884,758854675097526272,975,3784
885,758828659922702336,4174,11921
886,758740312047005698,1747,6102
887,758474966123810816,1080,4073
888,758467244762497024,2428,5121
889,758405701903519748,2101,5537
890,758355060040593408,1185,3658
891,758099635764359168,10972,20463
892,758041019896193024,407,2882
893,757741869644341248,3543,7336
894,757729163776290825,8830,0
895,757725642876129280,1326,4830
896,757611664640446465,1216,4851
897,757597904299253760,318,0
898,757596066325864448,1156,4627
899,757400162377592832,7433,16129
900,757393109802180609,1903,6217
901,757354760399941633,1547,4813
902,756998049151549440,2166,6672
903,756939218950160384,2185,7084
904,756651752796094464,1432,5405
905,756526248105566208,3936,11076
906,756303284449767430,1180,4208
907,756288534030475264,19030,45529
908,756275833623502848,1663,6855
909,755955933503782912,3144,7817
910,755206590534418437,5854,17527
911,755110668769038337,12052,22607
912,754874841593970688,8730,0
913,754856583969079297,2754,7322
914,754747087846248448,570,2746
915,754482103782404096,2122,5655
916,754449512966619136,799,3982
917,754120377874386944,2543,8328
918,753655901052166144,2371,6222
919,753420520834629632,3874,8424
920,753398408988139520,2087,6155
921,753375668877008896,2532,8118
922,753298634498793472,6278,0
923,753294487569522689,1130,3617
924,753039830821511168,22769,39470
925,753026973505581056,1059,4139
926,752932432744185856,7415,13419
927,752917284578922496,1712,7319
928,752701944171524096,3138,0
929,752682090207055872,1746,6374
930,752660715232722944,1717,4687
931,752568224206688256,2486,5895
932,752519690950500352,3745,7849
933,752334515931054080,1193,4060
934,752309394570878976,18136,0
935,752173152931807232,2009,6330
936,751950017322246144,1014,3271
937,751937170840121344,1461,5548
938,751830394383790080,2130,6169
939,751793661361422336,3170,6230
940,751598357617971201,3303,8399
941,751583847268179968,1214,4689
942,751538714308972544,1378,5352
943,751456908746354688,1084,3398
944,751251247299190784,6376,13279
945,751205363882532864,1990,6708
946,751132876104687617,1417,5399
